web-scraper-order,web-scraper-start-url,books,books-href,title,author,num_reviews,num_ratings,avg_rating,num_pages,original_publish_year,series,genres,places,awards
"1618238634-3637","https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction","The Passage (The Passage, #1)","https://www.goodreads.com/book/show/6690798-the-passage","The Passage","Justin Cronin","19,639
    reviews","197,293
  ratings","4.03","766 pages","Published
        June 8th 2010
         by Ballantine Books","Other books in the series","Fantasy","null","Locus Award Nominee for Best SF Novel (2011), Goodreads Choice Award Nominee for Favorite Book and for Science Fiction (2010)"
"1618238683-3809","https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction","Oryx and Crake (MaddAddam, #1)","https://www.goodreads.com/book/show/46756.Oryx_and_Crake","Oryx and Crake","Margaret Atwood","13,951
    reviews","231,236
  ratings","4.01","389 pages","Published
        March 30th 2004
         by Anchor Books

            
              (first published April 22nd 2003)","Other books in the series","Cultural","null","Booker Prize Nominee (2003), Orange Prize Nominee for Fiction Shortlist (2004), Sunburst Award Nominee for Canadian Novel (2004), Scotiabank Giller Prize Nominee (2003), Grand Prix de l'Imaginaire Nominee for Roman étranger (2006)"
"1618238645-3676","https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction","The Selection (The Selection, #1)","https://www.goodreads.com/book/show/10507293-the-selection","The Selection","Kiera Cass","53,131
    reviews","989,782
  ratings","4.12","336 pages","Published
        April 24th 2012
         by HarperTeen","Other books in the series","Science Fiction","null","Lincoln Award Nominee (2015), Goodreads Choice Award Nominee for Young Adult Fantasy & Science Fiction (2012)"
"1618238467-3009","https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction","Coilhunter (The Coilhunter Chronicles, #1)","https://www.goodreads.com/book/show/33977027-coilhunter","Coilhunter","Dean F. Wilson","129
    reviews","914
  ratings","4.14","210 pages","Published
        April 17th 2017
         by Dioscuri Press

            
              (first published April 16th 2017)","Other books in the series","Westerns","null","null"
"1618238695-3862","https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction","Delirium (Delirium, #1)","https://www.goodreads.com/book/show/11614718-delirium","Delirium","Lauren Oliver","26,701
    reviews","430,741
  ratings","3.96","441 pages","Published
        February 7th 2012
         by HarperCollins

            
              (first published February 3rd 2011)","Other books in the series","Apocalyptic","Portland, Maine

(United States)","Buxtehuder Bulle (2011), Pennsylvania Young Readers' Choice Award Nominee for Young Adults (2013), Goodreads Choice Award Nominee for Young Adult Fantasy & Science Fiction and for Favorite Book and for Goodreads Author (2011), Missouri Gateway Readers Award Nominee (2014)"
"1618238601-3504","https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction","Snow Crash","https://www.goodreads.com/book/show/830.Snow_Crash","Snow Crash","Neal Stephenson","9,524
    reviews","243,558
  ratings","4.02","438 pages","Published
        August 2nd 2000
         by Bantam Books

            
              (first published June 1992)","null","Science Fiction","null","Arthur C. Clarke Award Nominee (1994), British Science Fiction Association Award Nominee (1993), Grand Prix de l'Imaginaire for Roman étranger (1997), Prometheus Award Nominee for Best Novel (1993), Washington State Book Award (1993)
                      ...more
                          Seiun Award 星雲賞 Nominee for Best Foreign Novel (1999)
...less"
"1618238550-3322","https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction","Alas, Babylon","https://www.goodreads.com/book/show/38169.Alas_Babylon","Alas, Babylon","Pat Frank","3,319
    reviews","40,736
  ratings","4.08","323 pages","Published
        July 5th 2005
         by Harper Perennial Modern Classics

            
              (first published 1959)","null","Audiobook","null","Audie Award for Fiction (2012)"
"1618238576-3406","https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction","The Forest of Hands and Teeth (The Forest of Hands and Teeth, #1)","https://www.goodreads.com/book/show/3432478-the-forest-of-hands-and-teeth","The Forest of Hands and Teeth","Carrie Ryan","8,814
    reviews","83,501
  ratings","3.59","310 pages","Published
        July 2009
         by Gollancz

            
              (first published March 10th 2009)","Other books in the series","Horror","null","Georgia Peach Book Award Nominee for Honor book (2010), Goodreads Choice Award Nominee for Young Adult Series (2009)"
"1618238732-4000","https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction","The Hunger Games (The Hunger Games, #1)","https://www.goodreads.com/book/show/2767052-the-hunger-games","The Hunger Games","Suzanne Collins","175,476
    reviews","6,683,135
  ratings","4.32","374 pages","Published
        September 14th 2008
         by Scholastic Press","Other books in the series","Adventure","District 12, Panem

    

    Capitol, Panem

    

    Panem

(United States)","Locus Award Nominee for Best Young Adult Book (2009), Georgia Peach Book Award (2009), Buxtehuder Bulle (2009), Golden Duck Award for Young Adult (Hal Clement Award) (2009), Grand Prix de l'Imaginaire Nominee for Roman jeunesse étranger (2010)
                      ...more
                          Books I Loved Best Yearly (BILBY) Awards for Older Readers (2012), West Australian Young Readers' Book Award (WAYRBA) for Older Readers (2010), Red House Children's Book Award for Older Readers & Overall (2010), South Carolina Book Award for Junior and Young Adult Book (2011), Charlotte Award (2010), Colorado Blue Spruce Young Adult Book Award (2010), Teen Buckeye Book Award (2009), Pennsylvania Young Readers' Choice Award for Young Adults (2010), Rhode Island Teen Book Award (2010), Dorothy Canfield Fisher Children's Book Award (2010), Evergreen Teen Book Award (2011), Soaring Eagle Book Award (2009), Milwaukee County Teen Book Award Nominee (2010), Sakura Medal for Middle School Book (2010), Michigan Library Association Thumbs Up! Award (2009), Florida Teens Read (2009), Deutscher Jugendliteraturpreis for Preis der Jugendjury (2010), Iowa High School Book Award (2011), New Mexico Land of Enchantment Award for Young Adult (2011), Eliot Rosewater Indiana High School Book Award (2010), The Inky Awards for Silver Inky (2009), California Young Readers Medal for Young Adult (2011), Lincoln Award (2011), Kinderboekwinkelprijs (2010), Missouri Truman Readers Award (2011), CYBILS Award for Young Adult Fantasy & Science Fiction (2008), Literaturpreis der Jury der jungen Leser for Jugendbuch (2010), The Inky Awards Shortlist for Silver Inky (2009), Prix Et-lisez-moi (2011), Missouri Gateway Readers Award (2011), Oklahoma Sequoyah Award for High School and Intermediate (2011), Premio El Templo de las Mil Puertas for Mejor novela extranjera perteneciente a saga (2009), Rebecca Caudill Young Readers' Book Award (2011), LovelyBooks Leserpreis for Fantasy (2009), LovelyBooks Leserpreis for Bestes Cover/Umschlag (2009), Premi Protagonista Jove for Categoria 13-14 anys (2010)
...less"
"1618238472-3030","https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction","The Girl with All the Gifts (The Girl with All the Gifts, #1)","https://www.goodreads.com/book/show/17235026-the-girl-with-all-the-gifts","The Girl with All the Gifts","M.R. Carey","20,383
    reviews","197,164
  ratings","3.94","461 pages","Published
        June 19th 2014
         by Orbit 

            
              (first published January 14th 2014)","Other books in the series","Fantasy","London, England

(United Kingdom)","Arthur C. Clarke Award Nominee (2015), Audie Award for Paranormal (2015), British Fantasy Award Nominee for August Derleth Award (best horror novel) (2015), Tähtivaeltaja Award Nominee (2017), Goodreads Choice Award Nominee for Horror (2014)
                      ...more
                          James Herbert Award Nominee (2015)
...less"
"1618238512-3164","https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction","Shades of Grey (Shades of Grey, #1)","https://www.goodreads.com/book/show/2113260.Shades_of_Grey","Shades of Grey","Jasper Fforde","4,258
    reviews","32,986
  ratings","4.15","400 pages","Published
        December 29th 2009
         by Penguin Group Viking Adult

            
              (first published November 6th 2009)","Other books in the series","Fantasy","null","Locus Award Nominee for Best Fantasy Novel (2011), Warwick Prize for Writing Nominee for Longlist (2011), Prix Julia Verlanger (2012)"
"1618238637-3651","https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction","We","https://www.goodreads.com/book/show/76171.We","We","Yevgeny Zamyatin","4,969
    reviews","76,635
  ratings","3.91","226 pages","Published
        1993
         by Penguin Classics

            
              (first published 1920)","null","Novels","null","null"
"1618238578-3423","https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction","The Dispossessed (Hainish Cycle, #6)","https://www.goodreads.com/book/show/13651.The_Dispossessed","The Dispossessed","Ursula K. Le Guin","6,151
    reviews","94,660
  ratings","4.20","387 pages","Published
        October 20th 1994
         by Harper Voyager

            
              (first published May 1974)","Other books in the series","Novels","null","Hugo Award for Best Novel (1975), Nebula Award for Best Novel (1974), Prometheus Hall of Fame Award (1993), Locus Award for Best Novel (1975), Jupiter Award for Best Novel (1975)
                      ...more
                          John W. Campbell Memorial Award Nominee for Best Science Fiction Novel (1975), Ditmar Award Nominee for Best International Long Fiction (1975), Premi Ictineu for Millor novel·la traduïda (2019)
...less"
"1618238643-3669","https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction","Anthem","https://www.goodreads.com/book/show/667.Anthem","Anthem","Ayn Rand","9,500
    reviews","135,378
  ratings","3.63","105 pages","Published
        December 1st 1999
         by NAL

            
              (first published May 1938)","null","Academic","null","Prometheus Hall of Fame Award (1987), Retro Hugo Award Nominee for Best Novella (2014)"
"1618238690-3838","https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction","V for Vendetta","https://www.goodreads.com/book/show/5805.V_for_Vendetta","V for Vendetta","Alan Moore","5,782
    reviews","275,157
  ratings","4.25","296 pages","Published
        November 1st 2005
         by Vertigo

            
              (first published 1990)","Other books in the series","Science Fiction","United Kingdom","Prometheus Hall of Fame Award (2006), Harvey Awards Nominee for Best Continuing or Limited Series & Best Writer (for Alan Moore) (1989)"
"1618238477-3049","https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction","The Gate to Women's Country","https://www.goodreads.com/book/show/104344.The_Gate_to_Women_s_Country","The Gate to Women's Country","Sheri S. Tepper","784
    reviews","12,470
  ratings","4.06","315 pages","Published
        1999
         by Voyager

            
              (first published November 1st 1987)","null","Apocalyptic","null","Locus Award for Best Fantasy Novel (1992), Arthur C. Clarke Award Nominee (1998)"
"1618238477-3048","https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction","The Gate to Women's Country","https://www.goodreads.com/book/show/104344.The_Gate_to_Women_s_Country","The Gate to Women's Country","Sheri S. Tepper","784
    reviews","12,470
  ratings","4.06","315 pages","Published
        1999
         by Voyager

            
              (first published November 1st 1987)","null","Feminism","null","Locus Award for Best Fantasy Novel (1992), Arthur C. Clarke Award Nominee (1998)"
"1618238624-3601","https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction","A Clockwork Orange","https://www.goodreads.com/book/show/41817486-a-clockwork-orange","A Clockwork Orange","Anthony Burgess","14,620
    reviews","623,756
  ratings","3.99","213 pages","Published
        May 21st 2019
         by W. W. Norton & Company

            
              (first published 1962)","null","Thriller","null","Prometheus Hall of Fame Award (2008)"
"1618238483-3066","https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction","Cloud Atlas","https://www.goodreads.com/book/show/49628.Cloud_Atlas","Cloud Atlas","David Mitchell","19,825
    reviews","226,342
  ratings","4.00","509 pages","Published
        August 17th 2004
         by Random House

            
              (first published March 2004)","null","Fantasy","null","Booker Prize Nominee (2004), Nebula Award Nominee for Best Novel (2004), Locus Award Nominee for Best SF Novel (2005), Arthur C. Clarke Award Nominee (2005), James Tait Black Memorial Prize Nominee for Fiction (2004)
                      ...more
                          British Book Award for Best Read of the Year (2005), National Book Critics Circle Award Nominee for Fiction (2004), Geoffrey Faber Memorial Prize (2005), Tähtivaeltaja Award Nominee (2009), The Rooster -- The Morning News Tournament of Books (2005)
...less"
"1618238553-3331","https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction","Utopia","https://www.goodreads.com/book/show/18414.Utopia","Utopia","Thomas More","3,046
    reviews","61,967
  ratings","3.55","163 pages","Published
        May 6th 2003
         by Penguin Classics

            
              (first published 1516)","null","Science Fiction","null","null"
"1618238703-3889","https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction","The Maze Runner (The Maze Runner, #1)","https://www.goodreads.com/book/show/6186357-the-maze-runner","The Maze Runner","James Dashner","56,889
    reviews","1,135,857
  ratings","4.03","384 pages","Published
        October 6th 2009
         by Delacorte Press","Other books in the series","Adventure","null","Georgia Peach Book Award (2011), Utah Book Award Nominee for Young Adults (2009), Romantic Times Reviewers' Choice Award (RT Award) Nominee for Best Young Adult Paranormal/Fantasy Novel  (2009), Charlotte Award (2012), Pennsylvania Young Readers' Choice Award Nominee (2011)
                      ...more
                          Evergreen Teen Book Award (2012), Milwaukee County Teen Book Award Nominee (2011), Lincoln Award (2012), Missouri Truman Readers Award (2012)
...less"
"1618238475-3039","https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction","Feed (Newsflesh Trilogy, #1)","https://www.goodreads.com/book/show/7094569-feed","Feed","Mira Grant","6,376
    reviews","53,860
  ratings","3.86","599 pages","Published
        May 1st 2010
         by Orbit

            
              (first published April 10th 2010)","Other books in the series","Apocalyptic","null","Hugo Award Nominee for Best Novel (2011), Locus Award Nominee for Best SF Novel (2011), Shirley Jackson Award Nominee for Novel (Finalist) (2010), Goodreads Choice Award for Science Fiction (2010)"
"1618238617-3570","https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction","Gone (Gone, #1)","https://www.goodreads.com/book/show/2536134.Gone","Gone","Michael  Grant","10,983
    reviews","185,183
  ratings","3.86","560 pages","Published
        June 24th 2008
         by Katherine Tegen Books","Other books in the series","Romance","Perdido Beach, California

(United States)","Missouri Truman Readers Award Nominee (2011)"
"1618238545-3297","https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction","The Martian Chronicles","https://www.goodreads.com/book/show/76778.The_Martian_Chronicles","The Martian Chronicles","Ray Bradbury","8,315
    reviews","219,349
  ratings","4.15","182 pages","Published
        June 1st 1984
         by Bantam/Spectra

            
              (first published 1950)","null","Short Stories","null","Analog Award Nominee for All-Time Best Book (1952)"
"1618238637-3650","https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction","We","https://www.goodreads.com/book/show/76171.We","We","Yevgeny Zamyatin","4,969
    reviews","76,635
  ratings","3.91","226 pages","Published
        1993
         by Penguin Classics

            
              (first published 1920)","null","Literature","null","null"
"1618238664-3734","https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction","Slaughterhouse-Five","https://www.goodreads.com/book/show/4981.Slaughterhouse_Five","Slaughterhouse-Five","Kurt Vonnegut Jr.","28,424
    reviews","1,172,959
  ratings","4.08","275 pages","Published
        January 12th 1999
         by Dial Press

            
              (first published 1969)","null","Classics","null","Hugo Award Nominee for Best SF Novel (1970), Nebula Award Nominee for Best Novel (1969), National Book Award Finalist for Fiction (1970), Chicago Publishers' Award (1970)"
"1618238693-3853","https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction","Matched (Matched, #1)","https://www.goodreads.com/book/show/7735333-matched","Matched","Ally Condie","33,507
    reviews","680,703
  ratings","3.65","369 pages","Published
        November 30th 2010
         by Dutton Books for Young Readers","Other books in the series","Apocalyptic","null","South Carolina Book Award for Young Adult (2013), Teen Buckeye Book Award (2012), Pennsylvania Young Readers' Choice Award for Young Adults (2012), Rhode Island Teen Book Award (2012), California Young Readers Medal for Young Adult (2013)
                      ...more
                          Lincoln Award Nominee (2013), Literaturpreis der Jury der jungen Leser for Jugendbuch (2011), Carnegie Medal Nominee (2012), Missouri Gateway Readers Award Nominee (2013)
...less"
"1618238571-3384","https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction","The Man in the High Castle","https://www.goodreads.com/book/show/216363.The_Man_in_the_High_Castle","The Man in the High Castle","Philip K. Dick","12,097
    reviews","184,014
  ratings","3.62","259 pages","Published
        June 30th 1992
         by Vintage

            
              (first published October 1962)","null","Science Fiction","null","Hugo Award for Best Novel (1963), Tähtivaeltaja Award (1993)"
"1618238599-3501","https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction","Wither (The Chemical Garden, #1)","https://www.goodreads.com/book/show/8525590-wither","Wither","Lauren DeStefano","8,122
    reviews","99,221
  ratings","3.79","358 pages","Published
        March 22nd 2011
         by Simon  Schuster Books for Young Readers","Other books in the series","Fantasy","Florida

(United States)","Rhode Island Teen Book Award Nominee (2013), Goodreads Choice Award Nominee for Young Adult Fantasy & Science Fiction (2011)"
"1618238522-3212","https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction","The Diamond Age: Or, a Young Lady's Illustrated Primer","https://www.goodreads.com/book/show/827.The_Diamond_Age","The Diamond Age: Or, a Young Lady's Illustrated Primer","Neal Stephenson","3,532
    reviews","86,442
  ratings","4.16","499 pages","Published
        May 2nd 2000
         by Spectra

            
              (first published February 1995)","null","Novels","null","Hugo Award for Best Novel (1996), Nebula Award Nominee for Best Novel (1996), Locus Award for Best Science Fiction Novel (1996), Arthur C. Clarke Award Nominee (1996), John W. Campbell Memorial Award Nominee for Best Science Fiction Novel (1996)
                      ...more
                          Prometheus Award Nominee for Best Novel (1996)
...less"
"1618238517-3190","https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction","Cell","https://www.goodreads.com/book/show/10567.Cell","Cell","Stephen King","6,225
    reviews","199,891
  ratings","3.66","449 pages","Published
        December 2006
         by Pocket Star Books

            
              (first published 2006)","null","Fantasy","null","null"
"1618238643-3671","https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction","Anthem","https://www.goodreads.com/book/show/667.Anthem","Anthem","Ayn Rand","9,500
    reviews","135,378
  ratings","3.63","105 pages","Published
        December 1st 1999
         by NAL

            
              (first published May 1938)","null","Politics","null","Prometheus Hall of Fame Award (1987), Retro Hugo Award Nominee for Best Novella (2014)"
"1618238640-3660","https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction","The Gunslinger","https://www.goodreads.com/book/show/43615.The_Gunslinger","The Gunslinger","Stephen King","19,698
    reviews","533,647
  ratings","3.94","231 pages","Published
        July 2003
         by Plume

            
              (first published June 1st 1982)","Other books in the series","Audiobook","null","null"
"1618238637-3648","https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction","We","https://www.goodreads.com/book/show/76171.We","We","Yevgeny Zamyatin","4,969
    reviews","76,635
  ratings","3.91","226 pages","Published
        1993
         by Penguin Classics

            
              (first published 1920)","null","Cultural","null","null"
"1618238601-3512","https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction","Snow Crash","https://www.goodreads.com/book/show/830.Snow_Crash","Snow Crash","Neal Stephenson","9,524
    reviews","243,558
  ratings","4.02","438 pages","Published
        August 2nd 2000
         by Bantam Books

            
              (first published June 1992)","null","Audiobook","null","Arthur C. Clarke Award Nominee (1994), British Science Fiction Association Award Nominee (1993), Grand Prix de l'Imaginaire for Roman étranger (1997), Prometheus Award Nominee for Best Novel (1993), Washington State Book Award (1993)
                      ...more
                          Seiun Award 星雲賞 Nominee for Best Foreign Novel (1999)
...less"
"1618238680-3795","https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction","Ready Player One (Ready Player One, #1)","https://www.goodreads.com/book/show/9969571-ready-player-one","Ready Player One","Ernest Cline","90,512
    reviews","927,098
  ratings","4.25","374 pages","Published
        August 16th 2011
         by Crown Publishers","Other books in the series","Fiction","Columbus, Ohio,
2045

(United States)


    

    Oklahoma City, Oklahoma,
2045

(United States)","Locus Award Nominee for Best First Novel (2012), John W. Campbell Memorial Award Nominee (2012), Prometheus Award for Best Novel (2012), ALA Alex Award (2012), Lincoln Award Nominee (2014)
                      ...more
                          Tähtivaeltaja Award Nominee (2013), Mary Shelley Award for Outstanding Fictional Work (2016), Premi Ictineu for Millor novel·la traduïda (2017), Goodreads Choice Award Nominee for Science Fiction and for Favorite Book (2011), Green Mountain Book Award Nominee (2015), Seiun Award 星雲賞 Nominee for Best Translated Novel (2015)
...less"
"1618238693-3850","https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction","Matched (Matched, #1)","https://www.goodreads.com/book/show/7735333-matched","Matched","Ally Condie","33,507
    reviews","680,703
  ratings","3.65","369 pages","Published
        November 30th 2010
         by Dutton Books for Young Readers","Other books in the series","Young Adult","null","South Carolina Book Award for Young Adult (2013), Teen Buckeye Book Award (2012), Pennsylvania Young Readers' Choice Award for Young Adults (2012), Rhode Island Teen Book Award (2012), California Young Readers Medal for Young Adult (2013)
                      ...more
                          Lincoln Award Nominee (2013), Literaturpreis der Jury der jungen Leser for Jugendbuch (2011), Carnegie Medal Nominee (2012), Missouri Gateway Readers Award Nominee (2013)
...less"
"1618238659-3715","https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction","The Time Machine","https://www.goodreads.com/book/show/2493.The_Time_Machine","The Time Machine","H.G. Wells","11,682
    reviews","432,138
  ratings","3.89","118 pages","Published
        October 1st 2002
         by Signet Classics

            
              (first published May 7th 1895)","null","Science Fiction","null","null"
"1618238668-3755","https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction","Watchmen","https://www.goodreads.com/book/show/472331.Watchmen","Watchmen","Alan Moore","14,675
    reviews","499,362
  ratings","4.37","416 pages","Published
        2005
         by DC Comics

            
              (first published 1987)","Other books in the series","Sequential Art","New York City, New York,
1985

(United States)","Hugo Award for Other Forms (1988), Locus Award for Best Non-Fiction/Art (1988), Harvey Awards for Best Writer (for Alan Moore), Best Artist or Penciller (for Dave Gibbons), Best Continuing or Limited Series, Best Single Issue (""Watchmen #9""), Best Graphic Album, Best Colorist (for John Higgins) & Special Award for Excellence in Production  (1988), Prix du Festival d'Angoulême for Alph-art du meilleur album étranger (1989), Urhunden Prize for Foreign Album (1992)
                      ...more
                          Will Eisner Comic Industry Awards for Best Archival Collection/Project–Comic Books (in 2006 awards, for Absolute edition), Best Finite Series, Best Graphic Album, Best Writer (for Alan Moore), Best Writer/Artist (single or team) (for Alan Moore & Dave Gibbons) (1988), IGN Award for Best Collection (2005)
...less"
"1618238724-3971","https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction","Divergent (Divergent, #1)","https://www.goodreads.com/book/show/13335037-divergent","Divergent","Veronica Roth","109,706
    reviews","3,067,979
  ratings","4.18","487 pages","Published
        February 28th 2012
         by Katherine Tegen Books

            
              (first published April 25th 2011)","Other books in the series","Young Adult","Chicago, Illinois

(United States)","Georgia Peach Book Award (2012), South Carolina Book Award for Young Adult (2014), Rhode Island Teen Book Award (2013), Evergreen Teen Book Award (2014), Soaring Eagle Book Award (2012)
                      ...more
                          Milwaukee County Teen Book Award Nominee (2012), Children's Choice Book Award Nominee for Teen Choice Book of the Year (2012), Sakura Medal, New Mexico Land of Enchantment Award for Young Adult (2014), Eliot Rosewater Indiana High School Book Award (2014), California Young Readers Medal for Young Adult (2014), Lincoln Award Nominee (2014), DABWAHA Romance Tournament for Best Young Adult Romance (2012), Goodreads Choice Award for Favorite Book and for Young Adult Fantasy & Science Fiction and Nominee for Goodreads Author (2011), Green Mountain Book Award (2013), The Magnolia Award for 6-8 (2014), Louisiana Teen Readers' Choice (2014), Missouri Gateway Readers Award (2014), Oklahoma Sequoyah Award for High Schol (2014), Premio El Templo de las Mil Puertas Nominee for Mejor novela extranjera perteneciente a saga (2011)
...less"
"1618238606-3531","https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction","The Children of Men","https://www.goodreads.com/book/show/41913.The_Children_of_Men","The Children of Men","P.D. James","3,154
    reviews","41,426
  ratings","3.69","241 pages","Published
        December 5th 2006
         by Vintage

            
              (first published 1992)","null","Speculative Fiction","null","null"
"1618238573-3395","https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction","Parable of the Sower (Earthseed, #1)","https://www.goodreads.com/book/show/52397.Parable_of_the_Sower","Parable of the Sower","Octavia E. Butler","8,017
    reviews","80,380
  ratings","4.17","345 pages","Published
        January 1st 2000
         by Grand Central Publishing

            
              (first published October 1993)","Other books in the series","Science Fiction","California,
2025

(United States)","Nebula Award Nominee for Best Novel (1994), Locus Award Nominee for Best SF Novel (1995)"
"1618238698-3866","https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction","Uglies (Uglies, #1)","https://www.goodreads.com/book/show/24770.Uglies","Uglies","Scott Westerfeld","23,951
    reviews","581,607
  ratings","3.85","425 pages","Published
        February 8th 2005
         by Simon Pulse","Other books in the series","Science Fiction","null","Georgia Peach Book Award Nominee for Honor book (2008), Golden Duck Award for Young Adult (Hal Clement Award) (2006), Ditmar Award Nominee for Best Novel (2006), South Carolina Book Award Nominee for Young Adult Book Award (2008), Rhode Island Teen Book Award Nominee (2007)
                      ...more
                          Eliot Rosewater Indiana High School Book Award (2007), Lincoln Award (2007), Prix Et-lisez-moi (2009), Missouri Gateway Readers Award Nominee (2008)
...less"
"1618238724-3970","https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction","Divergent (Divergent, #1)","https://www.goodreads.com/book/show/13335037-divergent","Divergent","Veronica Roth","109,706
    reviews","3,067,979
  ratings","4.18","487 pages","Published
        February 28th 2012
         by Katherine Tegen Books

            
              (first published April 25th 2011)","Other books in the series","Adventure","Chicago, Illinois

(United States)","Georgia Peach Book Award (2012), South Carolina Book Award for Young Adult (2014), Rhode Island Teen Book Award (2013), Evergreen Teen Book Award (2014), Soaring Eagle Book Award (2012)
                      ...more
                          Milwaukee County Teen Book Award Nominee (2012), Children's Choice Book Award Nominee for Teen Choice Book of the Year (2012), Sakura Medal, New Mexico Land of Enchantment Award for Young Adult (2014), Eliot Rosewater Indiana High School Book Award (2014), California Young Readers Medal for Young Adult (2014), Lincoln Award Nominee (2014), DABWAHA Romance Tournament for Best Young Adult Romance (2012), Goodreads Choice Award for Favorite Book and for Young Adult Fantasy & Science Fiction and Nominee for Goodreads Author (2011), Green Mountain Book Award (2013), The Magnolia Award for 6-8 (2014), Louisiana Teen Readers' Choice (2014), Missouri Gateway Readers Award (2014), Oklahoma Sequoyah Award for High Schol (2014), Premio El Templo de las Mil Puertas Nominee for Mejor novela extranjera perteneciente a saga (2011)
...less"
"1618238467-3006","https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction","Coilhunter (The Coilhunter Chronicles, #1)","https://www.goodreads.com/book/show/33977027-coilhunter","Coilhunter","Dean F. Wilson","129
    reviews","914
  ratings","4.14","210 pages","Published
        April 17th 2017
         by Dioscuri Press

            
              (first published April 16th 2017)","Other books in the series","Westerns","null","null"
"1618238711-3917","https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction","Lord of the Flies","https://www.goodreads.com/book/show/7624.Lord_of_the_Flies","Lord of the Flies","William Golding","39,791
    reviews","2,361,093
  ratings","3.69","182 pages","Published
        October 1st 1999
         by Penguin Books 

            
              (first published September 17th 1954)","null","Academic","All Editions

 | 

Add a New Edition


 | 

Combine","null"
